Origem,Saida,Chegada,Destino,Periodo,Frequencia
Recife,12:30,13:55,Salvador,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
São Luís,11:40,13:55,Salvador,01/maio - 31/maio,Sexta Sábado Domingo
Salvador,05:10,07:45,Viracopos,01/maio - 31/maio,Domingo
Salvador,14:40,17:15,Viracopos,01/maio - 31/maio,Sexta Sábado Domingo
Salvador,01:40,03:20,Vitória,01/maio - 31/maio,Segunda
Salvador,14:45,16:25,Vitória,01/maio - 31/maio,Sábado
Salvador,14:50,16:30,Vitória,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Brasília,09:20,13:00,Aeroparque,01/maio - 31/maio,Sexta Sábado
Confins,09:55,13:20,Aeroparque,01/maio - 31/maio,Quarta
Confins,12:10,15:30,Aeroparque,01/maio - 31/maio,Sábado
Florianópolis,05:40,08:00,Aeroparque,01/maio - 31/maio,Segunda Quinta
Florianópolis,05:40,08:00,Aeroparque,01/maio - 31/maio,Terça Quinta Sábado
Florianópolis,05:45,08:00,Aeroparque,01/maio - 31/maio,Sábado
Florianópolis,06:10,08:30,Aeroparque,01/maio - 31/maio,Domingo
Florianópolis,17:10,19:30,Aeroparque,01/maio - 31/maio,Sexta Sábado Domingo
Fortaleza,12:55,18:40,Aeroparque,01/maio - 31/maio,Sábado
Galeão,10:50,14:20,Aeroparque,01/maio - 31/maio,Sexta Sábado Domingo
Galeão,19:50,23:20,Aeroparque,01/maio - 31/maio,Quarta
Galeão,22:10,01:40,Aeroparque,01/maio - 31/maio,Domingo Segunda Terça Quarta Quinta
Guarulhos,06:15,09:20,Aeroparque,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Guarulhos,09:35,12:40,Aeroparque,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Guarulhos,14:15,17:20,Aeroparque,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Guarulhos,17:55,21:00,Aeroparque,01/maio - 31/maio,Sexta Sábado Terça Quinta Sexta Sábado
Guarulhos,23:10,02:20,Aeroparque,01/maio - 31/maio,Domingo
Natal,17:50,23:20,Aeroparque,01/maio - 31/maio,Sábado
Porto Alegre,06:10,08:00,Aeroparque,01/maio - 31/maio,Terça Quinta Sábado
Recife,02:40,08:00,Aeroparque,01/maio - 31/maio,Quarta
Recife,12:20,17:40,Aeroparque,01/maio - 31/maio,Sábado
Salvador,03:25,08:00,Aeroparque,01/maio - 31/maio,Sexta Domingo
Salvador,15:05,20:00,Aeroparque,01/maio - 31/maio,Sábado
Congonhas,08:40,11:20,Aracaju,01/maio - 31/maio,Sábado
Galeão,09:35,11:55,Aracaju,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Guarulhos,16:05,18:40,Aracaju,01/maio - 31/maio,Domingo
Guarulhos,17:40,20:20,Aracaju,01/maio - 31/maio,Sábado
Guarulhos,22:50,01:30,Aracaju,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Salvador,15:10,15:55,Aracaju,01/maio - 31/maio,Sexta Sábado Domingo
Congonhas,11:35,12:45,Araçatuba,01/maio - 31/maio,Segunda Quarta Sexta Domingo
Guarulhos,09:25,11:40,Assunção,01/maio - 31/maio,Sexta Domingo
Guarulhos,16:00,21:30,Aruba,01/maio - 31/maio,Sábado
Brasília,08:55,11:25,Belém,01/maio - 31/maio,Sábado
Brasília,09:15,11:55,Belém,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Brasília,21:15,23:45,Belém,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Galeão,22:15,01:55,Belém,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Guarulhos,22:40,02:20,Belém,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Macapá,15:05,16:05,Belém,01/maio - 31/maio,Sexta Domingo
Paramaribo,15:55,17:45,Belém,01/maio - 31/maio,Sábado
Santarém,02:55,04:15,Belém,01/maio - 31/maio,Sexta Sábado Domingo
Brasília,08:50,12:19,Bogotá,01/maio - 31/maio,Segunda Quarta Sexta Domingo
Manaus,19:45,21:35,Bogotá,01/maio - 31/maio,Quarta Domingo
Congonhas,10:10,12:15,Porto Seguro,01/maio - 31/maio,Sexta Sábado Domingo
Congonhas,14:30,16:25,Porto Seguro,01/maio - 31/maio,Domingo
Congonhas,14:50,16:50,Porto Seguro,01/maio - 31/maio,Sexta
Congonhas,15:10,17:15,Porto Seguro,01/maio - 31/maio,Sexta
Congonhas,19:35,21:30,Porto Seguro,01/maio - 31/maio,Sábado
Confins,06:40,08:00,Porto Seguro,01/maio - 31/maio,Domingo
Confins,12:25,13:50,Porto Seguro,01/maio - 31/maio,Sexta Sábado
Confins,19:25,20:45,Porto Seguro,01/maio - 31/maio,Sábado
Confins,20:55,22:15,Porto Seguro,01/maio - 31/maio,Domingo
Ezeiza,03:40,07:30,Porto Seguro,01/maio - 31/maio,Domingo
Guarulhos,08:55,10:50,Porto Seguro,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Guarulhos,16:20,18:20,Porto Seguro,01/maio - 31/maio,Sexta Domingo
Salvador,15:00,16:00,Porto Seguro,01/maio - 31/maio,Sábado
Boa Vista,01:20,06:05,Brasília,01/maio - 31/maio,Segunda Terça Quinta Sábado
Cuiabá,05:00,07:40,Brasília,01/maio - 31/maio,Sexta Sábado
Cuiabá,17:20,20:00,Brasília,01/maio - 31/maio,Terça Quinta Sábado
Congonhas,06:00,07:55,Brasília,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Congonhas,06:30,08:25,Brasília,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Congonhas,08:00,09:55,Brasília,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Congonhas,09:15,11:10,Brasília,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Congonhas,11:40,13:30,Brasília,01/maio - 31/maio,Sexta
Congonhas,14:10,16:00,Brasília,01/maio - 31/maio,Domingo
Congonhas,14:50,16:40,Brasília,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Congonhas,16:10,18:00,Brasília,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Congonhas,17:00,18:55,Brasília,01/maio - 31/maio,Sexta Domingo
Congonhas,17:55,19:50,Brasília,01/maio - 31/maio,Sábado Domingo
Congonhas,18:20,20:15,Brasília,01/maio - 31/maio,Sexta
Congonhas,19:20,21:15,Brasília,01/maio - 31/maio,Sábado
Congonhas,19:45,21:40,Brasília,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Confins,06:35,07:50,Brasília,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Confins,19:00,20:20,Brasília,01/maio - 31/maio,Sexta Domingo
Cancun,20:40,06:35,Brasília,01/maio - 31/maio,Terça Sábado
Curitiba,06:00,08:00,Brasília,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Curitiba,17:55,19:55,Brasília,01/maio - 31/maio,Sexta Domingo
Ezeiza,03:40,07:15,Brasília,01/maio - 31/maio,Terça Quinta
Florianópolis,05:40,08:00,Brasília,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Fortaleza,04:40,07:20,Brasília,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Fortaleza,17:15,20:00,Brasília,01/maio - 31/maio,Sexta Domingo
Galeão,01:05,02:55,Brasília,01/maio - 31/maio,Segunda
Galeão,02:50,04:40,Brasília,01/maio - 31/maio,Quinta
Galeão,06:05,07:55,Brasília,01/maio - 31/maio,Sexta Sábado Domingo
Galeão,07:05,08:55,Brasília,01/maio - 31/maio,Domingo
Galeão,11:05,13:00,Brasília,01/maio - 31/maio,Sexta Sábado Domingo
Galeão,15:20,17:10,Brasília,01/maio - 31/maio,Terça Quarta Sexta
Galeão,15:45,17:35,Brasília,01/maio - 31/maio,Domingo
Galeão,18:15,20:05,Brasília,01/maio - 31/maio,Sexta
Galeão,19:45,21:35,Brasília,01/maio - 31/maio,Terça Sexta Sábado Domingo
Galeão,21:00,22:50,Brasília,01/maio - 31/maio,Sábado Domingo
Guarulhos,06:00,07:45,Brasília,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Guarulhos,08:50,10:35,Brasília,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Guarulhos,13:10,15:00,Brasília,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Guarulhos,16:45,18:35,Brasília,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Guarulhos,21:40,23:25,Brasília,01/maio - 31/maio,Sexta Domingo
Goiânia,06:55,07:40,Brasília,01/maio - 31/maio,Domingo
Goiânia,18:45,19:35,Brasília,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
João Pessoa,17:10,19:50,Brasília,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Marabá,04:15,06:15,Brasília,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Manaus,03:15,07:15,Brasília,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Manaus,15:50,19:45,Brasília,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Orlando,21:10,06:05,Brasília,01/maio - 31/maio,Sexta Sábado Domingo
Maceió,04:50,07:15,Brasília,01/maio - 31/maio,Sexta
Maceió,04:50,07:15,Brasília,01/maio - 31/maio,Domingo
Maceió,05:30,07:55,Brasília,01/maio - 31/maio,Segunda Quarta Sábado Domingo
Maceió,13:35,16:00,Brasília,01/maio - 31/maio,Sábado
Maceió,17:00,19:30,Brasília,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Miami,22:35,07:15,Brasília,01/maio - 31/maio,Sexta Sábado Domingo
Natal,05:10,08:00,Brasília,01/maio - 31/maio,Domingo
Natal,17:15,20:00,Brasília,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Palmas,06:40,08:00,Brasília,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Porto Alegre,05:10,07:40,Brasília,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Porto Alegre,17:05,19:35,Brasília,01/maio - 31/maio,Sexta
Porto Alegre,17:30,20:05,Brasília,01/maio - 31/maio,Domingo
Porto Velho,03:35,07:30,Brasília,01/maio - 31/maio,Sexta Sábado
Rio Branco,01:50,07:10,Brasília,01/maio - 31/maio,Quarta Sexta Domingo
Rio Branco,14:40,20:00,Brasília,01/maio - 31/maio,Segunda Quarta Sexta Domingo
Recife,05:10,07:45,Brasília,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Recife,17:05,19:45,Brasília,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Santos Dumont,06:00,07:55,Brasília,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Santos Dumont,09:35,11:25,Brasília,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Santos Dumont,11:35,13:20,Brasília,01/maio - 31/maio,Sexta Sábado Domingo
Santos Dumont,13:35,15:20,Brasília,01/maio - 31/maio,Quinta
Santos Dumont,15:05,16:50,Brasília,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Santos Dumont,17:40,19:30,Brasília,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Santos Dumont,20:30,22:20,Brasília,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
São Luís,17:35,20:05,Brasília,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Salvador,06:00,07:55,Brasília,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Salvador,14:10,16:05,Brasília,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Salvador,17:50,19:50,Brasília,01/maio - 31/maio,Sexta Sábado Domingo
Salvador,19:05,21:05,Brasília,01/maio - 31/maio,Quinta
Teresina,04:20,06:35,Brasília,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Viracopos,17:55,19:30,Brasília,01/maio - 31/maio,Sexta Sábado Domingo
Congonhas,10:55,12:00,Bonito,01/maio - 31/maio,Sábado
Congonhas,11:15,12:15,Bonito,01/maio - 31/maio,Terça
Guarulhos,08:55,10:35,Cascavel,01/maio - 31/maio,Domingo
Guarulhos,17:35,19:15,Cascavel,01/maio - 31/maio,Sexta
Guarulhos,18:05,19:40,Cascavel,01/maio - 31/maio,Sexta
Congonhas,15:05,16:20,Cuiabá,01/maio - 31/maio,Sexta
Congonhas,15:45,17:05,Cuiabá,01/maio - 31/maio,Sábado Domingo
Galeão,02:00,04:00,Cuiabá,01/maio - 31/maio,Quinta
Galeão,14:40,16:40,Cuiabá,01/maio - 31/maio,Terça Quinta Sábado
Guarulhos,00:05,01:30,Cuiabá,01/maio - 31/maio,Sábado
Guarulhos,08:25,09:40,Cuiabá,01/maio - 31/maio,Sexta Sábado Domingo
Guarulhos,23:10,00:35,Cuiabá,01/maio - 31/maio,Segunda Quarta
Guarulhos,23:40,01:05,Cuiabá,01/maio - 31/maio,Terça Quinta Domingo
Campo Grande,13:25,16:10,Congonhas,01/maio - 31/maio,Sexta Sábado Domingo
Caldas Novas,13:25,14:55,Congonhas,01/maio - 31/maio,Quinta
Caldas Novas,14:30,16:05,Congonhas,01/maio - 31/maio,Domingo
Confins,06:55,08:20,Congonhas,01/maio - 31/maio,Sexta Sábado
Confins,08:05,09:30,Congonhas,01/maio - 31/maio,Sábado
Confins,08:10,09:30,Congonhas,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Confins,08:45,10:05,Congonhas,01/maio - 31/maio,Sexta Sábado
Confins,09:20,10:40,Congonhas,01/maio - 31/maio,Domingo
Confins,10:20,11:40,Congonhas,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Confins,11:05,12:35,Congonhas,01/maio - 31/maio,Sexta Sábado
Confins,12:10,13:35,Congonhas,01/maio - 31/maio,Domingo
Confins,16:25,17:55,Congonhas,01/maio - 31/maio,Segunda Terça Quarta Quinta
Confins,16:30,17:55,Congonhas,01/maio - 31/maio,Sábado
Confins,17:15,18:35,Congonhas,01/maio - 31/maio,Sexta
Confins,17:35,18:55,Congonhas,01/maio - 31/maio,Domingo
Confins,18:05,19:25,Congonhas,01/maio - 31/maio,Domingo
Confins,18:55,20:15,Congonhas,01/maio - 31/maio,Quarta
Confins,19:30,20:50,Congonhas,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Curitiba,07:05,08:10,Congonhas,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Curitiba,09:00,10:00,Congonhas,01/maio - 31/maio,Sexta Sábado Domingo
Curitiba,09:55,11:00,Congonhas,01/maio - 31/maio,Domingo
Curitiba,10:20,11:30,Congonhas,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Curitiba,11:20,12:25,Congonhas,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Curitiba,12:35,13:35,Congonhas,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Curitiba,14:55,16:05,Congonhas,01/maio - 31/maio,Sexta Domingo
Curitiba,18:30,19:35,Congonhas,01/maio - 31/maio,Quarta Domingo
Curitiba,19:10,20:15,Congonhas,01/maio - 31/maio,Segunda Terça Quinta Sexta
Curitiba,20:25,21:25,Congonhas,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Curitiba,21:00,22:10,Congonhas,01/maio - 31/maio,Sexta Domingo
Caxias do Sul,13:10,14:40,Congonhas,01/maio - 31/maio,Terça
Caxias do Sul,13:45,15:20,Congonhas,01/maio - 31/maio,Segunda Quarta Quinta Sexta
Caxias do Sul,14:05,15:40,Congonhas,01/maio - 31/maio,Domingo
Florianópolis,06:00,07:10,Congonhas,01/maio - 31/maio,Sexta
Florianópolis,06:15,07:20,Congonhas,01/maio - 31/maio,Sábado
Florianópolis,08:10,09:15,Congonhas,01/maio - 31/maio,Sexta Sábado Domingo
Florianópolis,09:15,10:20,Congonhas,01/maio - 31/maio,Sábado
Florianópolis,09:15,10:20,Congonhas,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Florianópolis,12:30,13:45,Congonhas,01/maio - 31/maio,Sexta Domingo
Florianópolis,13:50,14:55,Congonhas,01/maio - 31/maio,Domingo
Florianópolis,15:30,16:45,Congonhas,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Florianópolis,18:35,19:50,Congonhas,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Florianópolis,19:55,21:10,Congonhas,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Fortaleza,02:40,06:05,Congonhas,01/maio - 31/maio,Sexta Sábado
Fortaleza,04:25,07:50,Congonhas,01/maio - 31/maio,Domingo
Fortaleza,14:20,18:00,Congonhas,01/maio - 31/maio,Sexta
Fortaleza,15:20,19:05,Congonhas,01/maio - 31/maio,Domingo
Fortaleza,16:50,20:35,Congonhas,01/maio - 31/maio,Sábado
Galeão,08:55,10:15,Congonhas,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Galeão,12:45,14:05,Congonhas,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Galeão,16:15,17:35,Congonhas,01/maio - 31/maio,Sexta Domingo
Galeão,18:40,20:00,Congonhas,01/maio - 31/maio,Domingo
Galeão,19:20,20:40,Congonhas,01/maio - 31/maio,Domingo
Galeão,20:30,21:50,Congonhas,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Goiânia,06:15,08:00,Congonhas,01/maio - 31/maio,Sexta Sábado
Goiânia,08:40,10:25,Congonhas,01/maio - 31/maio,Domingo
Goiânia,09:20,11:00,Congonhas,01/maio - 31/maio,Sexta
Goiânia,09:35,11:20,Congonhas,01/maio - 31/maio,Sábado
Goiânia,11:55,13:40,Congonhas,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Goiânia,17:10,18:50,Congonhas,01/maio - 31/maio,Sexta
Goiânia,18:35,20:15,Congonhas,01/maio - 31/maio,Domingo
Goiânia,19:05,20:45,Congonhas,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Foz do Iguaçu,14:30,16:15,Congonhas,01/maio - 31/maio,Sexta Sábado Domingo
Ilhéus,14:15,16:30,Congonhas,01/maio - 31/maio,Sábado
Zona da Mata,13:25,14:40,Congonhas,01/maio - 31/maio,Segunda Quarta Sexta
Zona da Mata,15:00,16:20,Congonhas,01/maio - 31/maio,Domingo
Joinville,06:25,07:30,Congonhas,01/maio - 31/maio,Sexta Sábado
Joinville,13:25,14:40,Congonhas,01/maio - 31/maio,Quinta
Joinville,13:45,14:50,Congonhas,01/maio - 31/maio,Sábado Domingo
João Pessoa,17:45,21:15,Congonhas,01/maio - 31/maio,Sábado
Londrina,12:50,14:05,Congonhas,01/maio - 31/maio,Domingo
Londrina,14:40,15:55,Congonhas,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Maceió,03:35,06:40,Congonhas,01/maio - 31/maio,Sexta Sábado
Maceió,13:10,16:05,Congonhas,01/maio - 31/maio,Sábado
Maceió,18:45,21:50,Congonhas,01/maio - 31/maio,Sábado
Maringá,15:20,16:40,Congonhas,01/maio - 31/maio,Sexta Sábado Domingo
Montes Claros,16:20,18:00,Congonhas,01/maio - 31/maio,Domingo
Montes Claros,16:40,18:20,Congonhas,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Navegantes,09:45,10:50,Congonhas,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Navegantes,11:55,13:00,Congonhas,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Navegantes,16:20,17:25,Congonhas,01/maio - 31/maio,Sexta Domingo
Navegantes,16:30,17:35,Congonhas,01/maio - 31/maio,Sábado
Navegantes,18:00,19:10,Congonhas,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Navegantes,19:20,20:30,Congonhas,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Porto Alegre,07:00,08:35,Congonhas,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Porto Alegre,08:05,09:35,Congonhas,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Porto Alegre,09:15,10:55,Congonhas,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Porto Alegre,10:40,12:15,Congonhas,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Porto Alegre,11:35,13:15,Congonhas,01/maio - 31/maio,Sexta Domingo
Porto Alegre,12:20,14:00,Congonhas,01/maio - 31/maio,Sábado Domingo
Porto Alegre,12:35,14:10,Congonhas,01/maio - 31/maio,Sexta Segunda Terça Quarta Quinta
Porto Alegre,14:05,15:40,Congonhas,01/maio - 31/maio,Sexta Domingo
Porto Alegre,16:20,18:00,Congonhas,01/maio - 31/maio,Sábado
Porto Alegre,18:40,20:15,Congonhas,01/maio - 31/maio,Sexta
Porto Alegre,19:05,20:40,Congonhas,01/maio - 31/maio,Domingo
Porto Alegre,20:30,22:05,Congonhas,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Presidente Prudente,14:05,15:15,Congonhas,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Ribeirão Preto,10:00,11:05,Congonhas,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Ribeirão Preto,18:40,19:40,Congonhas,01/maio - 31/maio,Sexta Domingo
Recife,02:55,06:15,Congonhas,01/maio - 31/maio,Quarta Sexta
Recife,03:50,07:10,Congonhas,01/maio - 31/maio,Domingo
Recife,05:10,08:30,Congonhas,01/maio - 31/maio,Sábado
Recife,06:25,09:50,Congonhas,01/maio - 31/maio,Domingo
Recife,06:30,09:45,Congonhas,01/maio - 31/maio,Sexta
Recife,07:50,11:10,Congonhas,01/maio - 31/maio,Domingo
Recife,10:50,14:15,Congonhas,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Recife,18:45,22:10,Congonhas,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Santos Dumont,06:15,07:20,Congonhas,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Santos Dumont,06:50,08:00,Congonhas,01/maio - 31/maio,Sexta
Santos Dumont,06:55,08:00,Congonhas,01/maio - 31/maio,Sábado
Santos Dumont,06:55,08:00,Congonhas,01/maio - 31/maio,Sábado Domingo
Santos Dumont,07:55,09:05,Congonhas,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Santos Dumont,08:20,09:30,Congonhas,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Santos Dumont,08:55,10:05,Congonhas,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Santos Dumont,09:25,10:35,Congonhas,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Santos Dumont,09:55,11:05,Congonhas,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Santos Dumont,10:25,11:30,Congonhas,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Santos Dumont,11:05,12:15,Congonhas,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Santos Dumont,12:00,13:05,Congonhas,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Santos Dumont,12:30,13:40,Congonhas,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Santos Dumont,13:05,14:15,Congonhas,01/maio - 31/maio,Sexta Sábado Segunda Terça Quarta Quinta
Santos Dumont,13:35,14:40,Congonhas,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
Santos Dumont,14:15,15:25,Congonhas,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Santos Dumont,14:45,15:55,Congonhas,01/maio - 31/maio,Sexta Sábado Domingo Segunda Terça Quarta Quinta
Santos Dumont,15:45,16:55,Congonhas,01/maio - 31/maio,Sexta Domingo Segunda Terça Quarta Quinta
